lat,lon,temp,relativehumid,SeaLevelPessure,rain,Wind10m,wind925,wind850,wind700,wind500,wind200,cloudlow,cloudmed,cloudhigh,time
13.871,100.58,31.81,60.24,1008.86,1.7,4.04,10.86,8.34,9.86,9,9.83,52.5,1.88,47,2018-05-12T00:00:00+07:00
13.871,100.58,32.1,59.53,1008.97,0.1,4.69,8.89,8.17,8.71,5.49,9.84,38,4,14,2018-05-13T00:00:00+07:00
13.871,100.58,31.17,68.27,1008.97,5.5,3.62,10.78,5.17,6.75,6.35,8.15,79.88,28,21.75,2018-05-14T00:00:00+07:00
13.871,100.58,30.59,70.19,1008.44,11.7,4.46,9.43,6.05,3.39,6.2,5.92,81.5,40.38,11.75,2018-05-15T00:00:00+07:00
13.871,100.58,30.95,69.29,1007.12,6.5,5.31,9.49,4.65,2.18,6.31,9.15,79.63,6.88,8.88,2018-05-16T00:00:00+07:00
13.871,100.58,22.4,82.12,1020.12,0,7.2,18.67,10.54,5.97,3.48,16.67,45.5,0,0,2018-05-17T00:00:00+07:00
13.871,100.58,22.92,82.2,1015.91,0,3.72,8.58,7.54,6.04,3.34,8.21,13.5,0,0,2018-05-18T00:00:00+07:00
13.871,100.58,24.7,82.88,1012.52,0,3.7,5.89,6.82,7.27,5.35,7.51,37.75,0,0,2018-05-19T00:00:00+07:00
13.871,100.58,26.16,83.69,1012.66,3.1,3.97,10.09,10.26,10.48,11.38,14.22,48,25,0.25,2018-05-20T00:00:00+07:00
13.871,100.58,26.07,84.3,1013.53,0.2,6.99,9.99,11.08,11.88,10.41,15.07,9,0,0,2018-05-21T00:00:00+07:00
13.871,100.58,23.54,82.19,1014.74,0,4.96,18.66,15.39,15.62,5.37,15.54,29.75,23,3.5,2018-05-22T00:00:00+07:00
13.871,100.58,20.86,79.37,1015.56,0,7.25,17.59,13.83,10.43,8.55,9.32,47.5,6,2.25,2018-05-23T00:00:00+07:00
13.871,100.58,20.38,80.8,1014.73,0,5.4,14.26,9.73,7.01,6.3,14.48,65.5,56,0,2018-05-24T00:00:00+07:00
13.871,100.58,21.45,79.95,1015.78,0.1,5.12,13.6,6.84,5.34,5.19,12.3,57.25,52.75,0,2018-05-25T00:00:00+07:00
13.871,100.58,22.02,78.12,1016.52,0,5.07,13.86,8.46,8.19,4.58,10.27,14,0,0,2018-05-26T00:00:00+07:00
13.871,100.58,22.32,81.87,1016.66,0,5.36,14.33,9.17,6.34,2.85,10.71,25.75,0,0,2018-05-27T00:00:00+07:00
13.871,100.58,21.78,79.91,1015.98,0,6.14,17.31,10.01,3.96,6.19,8.81,7.75,0,0,2018-05-28T00:00:00+07:00
13.871,100.58,20.81,76.66,1014.48,0,5.72,13.09,7.23,3.22,7.21,9.62,28,0,0,2018-05-29T00:00:00+07:00
13.871,100.58,21.52,79.63,1014.24,0,4.28,9.9,7.55,2.99,6.26,11.73,13.75,0,0,2018-05-30T00:00:00+07:00
13.871,100.58,23.15,77.77,1015.58,0,3.65,7.63,8.22,6.47,6.27,9.99,25.25,3.25,0,2018-05-31T00:00:00+07:00
13.871,100.58,22.58,79.77,1016.44,0,6.24,17.62,10.07,7.34,7.66,11.69,15.25,0,0,2018-06-01T00:00:00+07:00
13.84,100.6,33.22,53,1008.16,15.8,5.53,9.5,8.42,6.68,6.49,7.22,42,44.94,38.81,2018-05-07T00:00:00+07:00
13.84,100.6,32.88,61.33,1006.92,0.3,5.91,12.38,4.82,6.32,4.56,4.86,57.96,29.54,7.54,2018-05-08T00:00:00+07:00
13.84,100.6,33.4,56.65,1007.6,2.4,5.21,12.53,5.88,3.38,9.53,4.75,47.88,36.88,1.92,2018-05-09T00:00:00+07:00
13.84,100.6,30.17,70.62,1008.91,11.4,4.24,9.73,4.67,2.34,8.08,5.41,65.75,28.13,65.13,2018-05-10T00:00:00+07:00
13.84,100.6,29.95,77.15,1008.65,21.4,4.26,8.46,5.61,4.75,9.7,4.85,78.63,50.38,73.88,2018-05-11T00:00:00+07:00
13.84,100.6,31.81,60.24,1008.86,1.7,4.04,10.86,8.34,9.86,9,9.83,52.5,1.88,47,2018-05-12T00:00:00+07:00
13.84,100.6,32.1,59.53,1008.97,0.1,4.69,8.89,8.17,8.71,5.49,9.84,38,4,14,2018-05-13T00:00:00+07:00
13.84,100.6,31.17,68.27,1008.97,5.5,3.62,10.78,5.17,6.75,6.35,8.15,79.88,28,21.75,2018-05-14T00:00:00+07:00
13.84,100.6,30.59,70.19,1008.44,11.7,4.46,9.43,6.05,3.39,6.2,5.92,81.5,40.38,11.75,2018-05-15T00:00:00+07:00
13.84,100.6,30.95,69.29,1007.12,6.5,5.31,9.49,4.65,2.18,6.31,9.15,79.63,6.88,8.88,2018-05-16T00:00:00+07:00
13.84,100.6,22.4,82.12,1020.12,0,7.2,18.67,10.54,5.97,3.48,16.67,45.5,0,0,2018-05-17T00:00:00+07:00
13.84,100.6,22.92,82.2,1015.91,0,3.72,8.58,7.54,6.04,3.34,8.21,13.5,0,0,2018-05-18T00:00:00+07:00
13.84,100.6,24.7,82.88,1012.52,0,3.7,5.89,6.82,7.27,5.35,7.51,37.75,0,0,2018-05-19T00:00:00+07:00
13.84,100.6,26.16,83.69,1012.66,3.1,3.97,10.09,10.26,10.48,11.38,14.22,48,25,0.25,2018-05-20T00:00:00+07:00
13.84,100.6,26.07,84.3,1013.53,0.2,6.99,9.99,11.08,11.88,10.41,15.07,9,0,0,2018-05-21T00:00:00+07:00
13.84,100.6,23.54,82.19,1014.74,0,4.96,18.66,15.39,15.62,5.37,15.54,29.75,23,3.5,2018-05-22T00:00:00+07:00
13.84,100.6,20.86,79.37,1015.56,0,7.25,17.59,13.83,10.43,8.55,9.32,47.5,6,2.25,2018-05-23T00:00:00+07:00
13.84,100.6,20.38,80.8,1014.73,0,5.4,14.26,9.73,7.01,6.3,14.48,65.5,56,0,2018-05-24T00:00:00+07:00
13.84,100.6,21.45,79.95,1015.78,0.1,5.12,13.6,6.84,5.34,5.19,12.3,57.25,52.75,0,2018-05-25T00:00:00+07:00
13.84,100.6,22.02,78.12,1016.52,0,5.07,13.86,8.46,8.19,4.58,10.27,14,0,0,2018-05-26T00:00:00+07:00
13.84,100.6,22.32,81.87,1016.66,0,5.36,14.33,9.17,6.34,2.85,10.71,25.75,0,0,2018-05-27T00:00:00+07:00
13.84,100.6,21.78,79.91,1015.98,0,6.14,17.31,10.01,3.96,6.19,8.81,7.75,0,0,2018-05-28T00:00:00+07:00
13.84,100.6,20.81,76.66,1014.48,0,5.72,13.09,7.23,3.22,7.21,9.62,28,0,0,2018-05-29T00:00:00+07:00
13.84,100.6,21.52,79.63,1014.24,0,4.28,9.9,7.55,2.99,6.26,11.73,13.75,0,0,2018-05-30T00:00:00+07:00
13.84,100.6,23.15,77.77,1015.58,0,3.65,7.63,8.22,6.47,6.27,9.99,25.25,3.25,0,2018-05-31T00:00:00+07:00
13.84,100.6,22.58,79.77,1016.44,0,6.24,17.62,10.07,7.34,7.66,11.69,15.25,0,0,2018-06-01T00:00:00+07:00
13.752,100.586,33.06,54.61,1008.26,0,5.95,9.31,8.23,6.27,5.62,4.89,50.75,45.19,39.69,2018-05-07T00:00:00+07:00
13.752,100.586,32.74,62.51,1006.98,0,5.85,12.57,5.24,6.09,4.21,4.3,61.04,28.38,8.83,2018-05-08T00:00:00+07:00
13.752,100.586,33.21,58.23,1007.65,3.9,5.27,12.77,5.89,3.45,9.56,4.67,49.17,35.88,2.54,2018-05-09T00:00:00+07:00
13.752,100.586,30.17,70.62,1008.91,11.4,4.24,9.73,4.67,2.34,8.08,5.41,65.75,28.13,65.13,2018-05-10T00:00:00+07:00
13.752,100.586,29.95,77.15,1008.65,21.4,4.26,8.46,5.61,4.75,9.7,4.85,78.63,50.38,73.88,2018-05-11T00:00:00+07:00
13.752,100.586,31.81,60.24,1008.86,1.7,4.04,10.86,8.34,9.86,9,9.83,52.5,1.88,47,2018-05-12T00:00:00+07:00
13.752,100.586,32.1,59.53,1008.97,0.1,4.69,8.89,8.17,8.71,5.49,9.84,38,4,14,2018-05-13T00:00:00+07:00
13.752,100.586,31.17,68.27,1008.97,5.5,3.62,10.78,5.17,6.75,6.35,8.15,79.88,28,21.75,2018-05-14T00:00:00+07:00
13.752,100.586,30.59,70.19,1008.44,11.7,4.46,9.43,6.05,3.39,6.2,5.92,81.5,40.38,11.75,2018-05-15T00:00:00+07:00
13.752,100.586,30.95,69.29,1007.12,6.5,5.31,9.49,4.65,2.18,6.31,9.15,79.63,6.88,8.88,2018-05-16T00:00:00+07:00
13.752,100.586,22.4,82.12,1020.12,0,7.2,18.67,10.54,5.97,3.48,16.67,45.5,0,0,2018-05-17T00:00:00+07:00
13.752,100.586,22.92,82.2,1015.91,0,3.72,8.58,7.54,6.04,3.34,8.21,13.5,0,0,2018-05-18T00:00:00+07:00
13.752,100.586,24.7,82.88,1012.52,0,3.7,5.89,6.82,7.27,5.35,7.51,37.75,0,0,2018-05-19T00:00:00+07:00
13.752,100.586,26.16,83.69,1012.66,3.1,3.97,10.09,10.26,10.48,11.38,14.22,48,25,0.25,2018-05-20T00:00:00+07:00
13.752,100.586,26.07,84.3,1013.53,0.2,6.99,9.99,11.08,11.88,10.41,15.07,9,0,0,2018-05-21T00:00:00+07:00
13.752,100.586,23.54,82.19,1014.74,0,4.96,18.66,15.39,15.62,5.37,15.54,29.75,23,3.5,2018-05-22T00:00:00+07:00
13.752,100.586,20.86,79.37,1015.56,0,7.25,17.59,13.83,10.43,8.55,9.32,47.5,6,2.25,2018-05-23T00:00:00+07:00
13.752,100.586,20.38,80.8,1014.73,0,5.4,14.26,9.73,7.01,6.3,14.48,65.5,56,0,2018-05-24T00:00:00+07:00
13.752,100.586,21.45,79.95,1015.78,0.1,5.12,13.6,6.84,5.34,5.19,12.3,57.25,52.75,0,2018-05-25T00:00:00+07:00
13.752,100.586,22.02,78.12,1016.52,0,5.07,13.86,8.46,8.19,4.58,10.27,14,0,0,2018-05-26T00:00:00+07:00
13.752,100.586,22.32,81.87,1016.66,0,5.36,14.33,9.17,6.34,2.85,10.71,25.75,0,0,2018-05-27T00:00:00+07:00
13.752,100.586,21.78,79.91,1015.98,0,6.14,17.31,10.01,3.96,6.19,8.81,7.75,0,0,2018-05-28T00:00:00+07:00
13.752,100.586,20.81,76.66,1014.48,0,5.72,13.09,7.23,3.22,7.21,9.62,28,0,0,2018-05-29T00:00:00+07:00
13.752,100.586,21.52,79.63,1014.24,0,4.28,9.9,7.55,2.99,6.26,11.73,13.75,0,0,2018-05-30T00:00:00+07:00
13.752,100.586,23.15,77.77,1015.58,0,3.65,7.63,8.22,6.47,6.27,9.99,25.25,3.25,0,2018-05-31T00:00:00+07:00
13.752,100.586,22.58,79.77,1016.44,0,6.24,17.62,10.07,7.34,7.66,11.69,15.25,0,0,2018-06-01T00:00:00+07:00
13.789,100.459,32.44,59.39,1008.27,0,6.43,9.4,9.32,6.89,5.31,5.42,45.44,41.63,33.25,2018-05-07T00:00:00+07:00
13.789,100.459,32.26,65.27,1006.98,0,7.6,11.81,4.91,7.54,4.59,3.43,44.42,29.04,4.63,2018-05-08T00:00:00+07:00
13.789,100.459,32.51,62.98,1007.66,2.9,5.63,13.38,6.76,3.12,8.65,5.6,51.46,40.96,5.21,2018-05-09T00:00:00+07:00
13.789,100.459,29.08,80.23,1008.87,13.4,4.74,9.45,4.76,2.56,8.29,6.54,61.63,26.88,64,2018-05-10T00:00:00+07:00
13.789,100.459,28.79,85.54,1008.65,40.1,5.12,9.28,5.53,4.72,9.81,4.57,74.88,49.88,77.25,2018-05-11T00:00:00+07:00
13.789,100.459,30.25,71.57,1008.86,1.4,4.38,10.61,7.91,9.89,10.57,9.83,52.38,0.25,45.38,2018-05-12T00:00:00+07:00
13.789,100.459,30.37,69.5,1009.03,0,5.78,9.54,9.19,9.15,6.09,9.9,33.5,3.5,13.13,2018-05-13T00:00:00+07:00
13.789,100.459,30,77,1008.97,2.9,3.98,10.63,5.55,7.45,6.98,8.46,75.63,30.75,20,2018-05-14T00:00:00+07:00
13.789,100.459,29.77,77.8,1008.31,5.5,3.84,7.47,5.71,3.86,5.79,6.41,65.25,33.13,19.5,2018-05-15T00:00:00+07:00
13.789,100.459,29.41,80.66,1007.05,11.2,4.72,9.24,3.92,1.99,6.49,8.15,65.38,10.88,8,2018-05-16T00:00:00+07:00
13.789,100.459,22.4,82.12,1020.12,0,7.2,18.67,10.54,5.97,3.48,16.67,45.5,0,0,2018-05-17T00:00:00+07:00
13.789,100.459,22.92,82.2,1015.91,0,3.72,8.58,7.54,6.04,3.34,8.21,13.5,0,0,2018-05-18T00:00:00+07:00
13.789,100.459,24.7,82.88,1012.52,0,3.7,5.89,6.82,7.27,5.35,7.51,37.75,0,0,2018-05-19T00:00:00+07:00
13.789,100.459,26.16,83.69,1012.66,3.1,3.97,10.09,10.26,10.48,11.38,14.22,48,25,0.25,2018-05-20T00:00:00+07:00
13.789,100.459,26.07,84.3,1013.53,0.2,6.99,9.99,11.08,11.88,10.41,15.07,9,0,0,2018-05-21T00:00:00+07:00
13.789,100.459,23.54,82.19,1014.74,0,4.96,18.66,15.39,15.62,5.37,15.54,29.75,23,3.5,2018-05-22T00:00:00+07:00
13.789,100.459,20.86,79.37,1015.56,0,7.25,17.59,13.83,10.43,8.55,9.32,47.5,6,2.25,2018-05-23T00:00:00+07:00
13.789,100.459,20.38,80.8,1014.73,0,5.4,14.26,9.73,7.01,6.3,14.48,65.5,56,0,2018-05-24T00:00:00+07:00
13.789,100.459,21.45,79.95,1015.78,0.1,5.12,13.6,6.84,5.34,5.19,12.3,57.25,52.75,0,2018-05-25T00:00:00+07:00
13.789,100.459,22.02,78.12,1016.52,0,5.07,13.86,8.46,8.19,4.58,10.27,14,0,0,2018-05-26T00:00:00+07:00
13.789,100.459,22.32,81.87,1016.66,0,5.36,14.33,9.17,6.34,2.85,10.71,25.75,0,0,2018-05-27T00:00:00+07:00
13.789,100.459,21.78,79.91,1015.98,0,6.14,17.31,10.01,3.96,6.19,8.81,7.75,0,0,2018-05-28T00:00:00+07:00
13.789,100.459,20.81,76.66,1014.48,0,5.72,13.09,7.23,3.22,7.21,9.62,28,0,0,2018-05-29T00:00:00+07:00
13.789,100.459,21.52,79.63,1014.24,0,4.28,9.9,7.55,2.99,6.26,11.73,13.75,0,0,2018-05-30T00:00:00+07:00
13.789,100.459,23.15,77.77,1015.58,0,3.65,7.63,8.22,6.47,6.27,9.99,25.25,3.25,0,2018-05-31T00:00:00+07:00
13.789,100.459,22.58,79.77,1016.44,0,6.24,17.62,10.07,7.34,7.66,11.69,15.25,0,0,2018-06-01T00:00:00+07:00
13.714,100.443,32.7,57.47,1008.33,0,5.44,9.19,7.5,10.61,5.28,5.11,50,36.56,34.94,2018-05-07T00:00:00+07:00
13.714,100.443,32.47,62.38,1007.02,0.1,6,11.83,4.73,4.9,4.41,3.61,47.42,25.42,5.58,2018-05-08T00:00:00+07:00
13.714,100.443,32.65,61.86,1007.69,3.2,5.85,12.94,6.41,3.12,8.45,5.53,51.54,35.96,5.42,2018-05-09T00:00:00+07:00
13.714,100.443,30.04,72.68,1008.93,17.2,4.14,9.91,6.49,2.85,8.55,7.27,64.38,24.63,60.5,2018-05-10T00:00:00+07:00
13.714,100.443,29.27,81.21,1008.75,36.3,5.41,9.26,5.42,5.21,9.35,4.33,78.88,46,72.88,2018-05-11T00:00:00+07:00
13.714,100.443,31.11,65.01,1008.98,0.9,4.23,9.84,7.53,9.36,9.29,10.14,55.5,8,45.25,2018-05-12T00:00:00+07:00
13.714,100.443,31.1,66,1009.1,0,4.78,9.09,9.4,9.49,6.65,10.03,30.88,0,15.13,2018-05-13T00:00:00+07:00
13.714,100.443,30.47,72.98,1009.03,7.7,4.56,10.45,4.97,7.35,7.12,8.16,77.63,30.13,18.75,2018-05-14T00:00:00+07:00
13.714,100.443,29.94,75.82,1008.44,16.2,4.99,7.76,5.51,3.95,5.65,5.31,70.75,29.5,16.63,2018-05-15T00:00:00+07:00
13.714,100.443,30.33,74.7,1007.19,12.5,5.38,9.51,3.96,2.37,6.13,8.83,75.5,15,9.75,2018-05-16T00:00:00+07:00
13.714,100.443,22.2,81.49,1019.98,0,6.93,18.14,9.89,5.97,3.47,17.39,22.25,0,0,2018-05-17T00:00:00+07:00
13.714,100.443,22.7,83.69,1015.84,0,3.31,8.09,7.5,6.81,3.63,8.37,31.25,0,0,2018-05-18T00:00:00+07:00
13.714,100.443,24.43,82.07,1012.44,0,3.04,6.1,6.66,7.65,5.01,7.56,41,0,0,2018-05-19T00:00:00+07:00
13.714,100.443,25.83,84.24,1012.61,21.4,2.89,8.83,9.92,9.77,11.81,13.8,49,35.75,0,2018-05-20T00:00:00+07:00
13.714,100.443,25.94,84.73,1013.46,2.2,6.21,9.91,10.36,11.5,11.17,15.16,29.25,0,0,2018-05-21T00:00:00+07:00
13.714,100.443,23.38,84.73,1014.79,0,4.74,19.09,15.06,15.31,5.53,15.37,31.75,17,3.5,2018-05-22T00:00:00+07:00
13.714,100.443,20.66,80.92,1015.38,0,7.23,17.54,13.57,10.01,8.47,9.84,52.5,4.75,4.75,2018-05-23T00:00:00+07:00
13.714,100.443,20.12,81.44,1014.64,0,5.2,15.34,9.96,6.17,6.54,15.12,60.5,61.25,0,2018-05-24T00:00:00+07:00
13.714,100.443,21.27,80.51,1015.64,0,5.09,13.68,7.03,5.25,5.09,12.45,61.25,58.75,0,2018-05-25T00:00:00+07:00
13.714,100.443,21.87,79.36,1016.38,0,4.92,14.05,8.19,7.76,4.23,10.4,19.25,0,0,2018-05-26T00:00:00+07:00
13.714,100.443,22.2,82.9,1016.54,0,5.11,13.58,8.87,6.38,2.67,11.4,23.25,0,0,2018-05-27T00:00:00+07:00
13.714,100.443,21.52,80.69,1015.88,0,6.08,17.04,8.54,4.36,5.31,9.39,6,0,0,2018-05-28T00:00:00+07:00
13.714,100.443,20.68,78.7,1014.34,0,5.45,12.68,6.85,3.45,6.67,10.01,19,0,0,2018-05-29T00:00:00+07:00
13.714,100.443,21.33,80.51,1014.11,0,3.71,9.69,6.14,2.93,6.08,11.55,35.5,7.75,0,2018-05-30T00:00:00+07:00
13.714,100.443,22.72,80.15,1015.5,0,3.49,7.26,8.3,6.6,6.13,9.99,28.25,6,0,2018-05-31T00:00:00+07:00
13.714,100.443,22.35,79.6,1016.32,0,6.3,17.43,10.15,6.82,7.76,11.6,4.75,1.5,0,2018-06-01T00:00:00+07:00
13.694,100.45,32.4,59.32,1008.39,0,5.33,8.93,7.17,12.82,5.27,5.48,47.81,33.94,35.06,2018-05-07T00:00:00+07:00
13.694,100.45,32.32,63.33,1007.06,0,6.14,11.78,5.15,4.66,4.31,3.41,47.54,22.58,6,2018-05-08T00:00:00+07:00
13.694,100.45,32.39,64.77,1007.72,2.1,6.3,12.28,6,3.26,8.25,5.19,48.13,33.83,2.38,2018-05-09T00:00:00+07:00
13.694,100.45,30.04,72.68,1008.93,17.2,4.14,9.91,6.49,2.85,8.55,7.27,64.38,24.63,60.5,2018-05-10T00:00:00+07:00
13.694,100.45,29.27,81.21,1008.75,36.3,5.41,9.26,5.42,5.21,9.35,4.33,78.88,46,72.88,2018-05-11T00:00:00+07:00
13.694,100.45,31.11,65.01,1008.98,0.9,4.23,9.84,7.53,9.36,9.29,10.14,55.5,8,45.25,2018-05-12T00:00:00+07:00
13.694,100.45,31.1,66,1009.1,0,4.78,9.09,9.4,9.49,6.65,10.03,30.88,0,15.13,2018-05-13T00:00:00+07:00
13.694,100.45,30.47,72.98,1009.03,7.7,4.56,10.45,4.97,7.35,7.12,8.16,77.63,30.13,18.75,2018-05-14T00:00:00+07:00
13.694,100.45,29.94,75.82,1008.44,16.2,4.99,7.76,5.51,3.95,5.65,5.31,70.75,29.5,16.63,2018-05-15T00:00:00+07:00
13.694,100.45,30.33,74.7,1007.19,12.5,5.38,9.51,3.96,2.37,6.13,8.83,75.5,15,9.75,2018-05-16T00:00:00+07:00
13.694,100.45,22.2,81.49,1019.98,0,6.93,18.14,9.89,5.97,3.47,17.39,22.25,0,0,2018-05-17T00:00:00+07:00
13.694,100.45,22.7,83.69,1015.84,0,3.31,8.09,7.5,6.81,3.63,8.37,31.25,0,0,2018-05-18T00:00:00+07:00
13.694,100.45,24.43,82.07,1012.44,0,3.04,6.1,6.66,7.65,5.01,7.56,41,0,0,2018-05-19T00:00:00+07:00
13.694,100.45,25.83,84.24,1012.61,21.4,2.89,8.83,9.92,9.77,11.81,13.8,49,35.75,0,2018-05-20T00:00:00+07:00
13.694,100.45,25.94,84.73,1013.46,2.2,6.21,9.91,10.36,11.5,11.17,15.16,29.25,0,0,2018-05-21T00:00:00+07:00
13.694,100.45,23.38,84.73,1014.79,0,4.74,19.09,15.06,15.31,5.53,15.37,31.75,17,3.5,2018-05-22T00:00:00+07:00
13.694,100.45,20.66,80.92,1015.38,0,7.23,17.54,13.57,10.01,8.47,9.84,52.5,4.75,4.75,2018-05-23T00:00:00+07:00
13.694,100.45,20.12,81.44,1014.64,0,5.2,15.34,9.96,6.17,6.54,15.12,60.5,61.25,0,2018-05-24T00:00:00+07:00
13.694,100.45,21.27,80.51,1015.64,0,5.09,13.68,7.03,5.25,5.09,12.45,61.25,58.75,0,2018-05-25T00:00:00+07:00
13.694,100.45,21.87,79.36,1016.38,0,4.92,14.05,8.19,7.76,4.23,10.4,19.25,0,0,2018-05-26T00:00:00+07:00
13.694,100.45,22.2,82.9,1016.54,0,5.11,13.58,8.87,6.38,2.67,11.4,23.25,0,0,2018-05-27T00:00:00+07:00
13.694,100.45,21.52,80.69,1015.88,0,6.08,17.04,8.54,4.36,5.31,9.39,6,0,0,2018-05-28T00:00:00+07:00
13.694,100.45,20.68,78.7,1014.34,0,5.45,12.68,6.85,3.45,6.67,10.01,19,0,0,2018-05-29T00:00:00+07:00
13.694,100.45,21.33,80.51,1014.11,0,3.71,9.69,6.14,2.93,6.08,11.55,35.5,7.75,0,2018-05-30T00:00:00+07:00
13.694,100.45,22.72,80.15,1015.5,0,3.49,7.26,8.3,6.6,6.13,9.99,28.25,6,0,2018-05-31T00:00:00+07:00
13.694,100.45,22.35,79.6,1016.32,0,6.3,17.43,10.15,6.82,7.76,11.6,4.75,1.5,0,2018-06-01T00:00:00+07:00
13.697,100.544,32.63,57.4,1008.37,0,5.61,8.63,9.11,9.43,5.88,4.61,47.25,34.81,35.63,2018-05-07T00:00:00+07:00
13.697,100.544,32.43,63.69,1007.07,0,5.73,12.7,5.43,5.35,3.98,4.28,58.5,20.54,8.17,2018-05-08T00:00:00+07:00
13.697,100.544,32.92,60.28,1007.69,6.3,5.7,13.05,5.9,3.08,9.21,5.08,49.17,34.33,2.42,2018-05-09T00:00:00+07:00
13.697,100.544,29.92,74.3,1009.02,19.5,3.84,9.5,6.12,2.21,8.41,5.63,80.75,29.75,61.5,2018-05-10T00:00:00+07:00
13.697,100.544,28.99,82.98,1008.82,31,5.32,8.8,5.37,5.24,9.64,5.15,84.63,45.5,71.38,2018-05-11T00:00:00+07:00
13.697,100.544,31.09,65.96,1009.04,0.6,4.6,10.22,7.75,9.57,8.16,10,47.75,5.75,42.63,2018-05-12T00:00:00+07:00
13.697,100.544,31.16,65.93,1009.14,0.1,4.5,8.8,8.77,9.25,6.28,9.54,35.88,5.25,15,2018-05-13T00:00:00+07:00
13.697,100.544,30.72,72.69,1009.05,5.9,4.66,10.39,4.99,6.97,6.27,7.66,80.5,25.38,16.63,2018-05-14T00:00:00+07:00
13.697,100.544,29.83,77.03,1008.53,16.9,4.82,9.57,5.3,3.2,5.84,6.89,80.5,35.63,11.25,2018-05-15T00:00:00+07:00
13.697,100.544,30.64,72.57,1007.23,9.9,5.59,9.8,4.61,2.39,6.18,10.55,75.38,10.38,9.63,2018-05-16T00:00:00+07:00
13.697,100.544,22.2,81.49,1019.98,0,6.93,18.14,9.89,5.97,3.47,17.39,22.25,0,0,2018-05-17T00:00:00+07:00
13.697,100.544,22.7,83.69,1015.84,0,3.31,8.09,7.5,6.81,3.63,8.37,31.25,0,0,2018-05-18T00:00:00+07:00
13.697,100.544,24.43,82.07,1012.44,0,3.04,6.1,6.66,7.65,5.01,7.56,41,0,0,2018-05-19T00:00:00+07:00
13.697,100.544,25.83,84.24,1012.61,21.4,2.89,8.83,9.92,9.77,11.81,13.8,49,35.75,0,2018-05-20T00:00:00+07:00
13.697,100.544,25.94,84.73,1013.46,2.2,6.21,9.91,10.36,11.5,11.17,15.16,29.25,0,0,2018-05-21T00:00:00+07:00
13.697,100.544,23.38,84.73,1014.79,0,4.74,19.09,15.06,15.31,5.53,15.37,31.75,17,3.5,2018-05-22T00:00:00+07:00
13.697,100.544,20.66,80.92,1015.38,0,7.23,17.54,13.57,10.01,8.47,9.84,52.5,4.75,4.75,2018-05-23T00:00:00+07:00
13.697,100.544,20.12,81.44,1014.64,0,5.2,15.34,9.96,6.17,6.54,15.12,60.5,61.25,0,2018-05-24T00:00:00+07:00
13.697,100.544,21.27,80.51,1015.64,0,5.09,13.68,7.03,5.25,5.09,12.45,61.25,58.75,0,2018-05-25T00:00:00+07:00
13.697,100.544,21.87,79.36,1016.38,0,4.92,14.05,8.19,7.76,4.23,10.4,19.25,0,0,2018-05-26T00:00:00+07:00
13.697,100.544,22.2,82.9,1016.54,0,5.11,13.58,8.87,6.38,2.67,11.4,23.25,0,0,2018-05-27T00:00:00+07:00
13.697,100.544,21.52,80.69,1015.88,0,6.08,17.04,8.54,4.36,5.31,9.39,6,0,0,2018-05-28T00:00:00+07:00
13.697,100.544,20.68,78.7,1014.34,0,5.45,12.68,6.85,3.45,6.67,10.01,19,0,0,2018-05-29T00:00:00+07:00
13.697,100.544,21.33,80.51,1014.11,0,3.71,9.69,6.14,2.93,6.08,11.55,35.5,7.75,0,2018-05-30T00:00:00+07:00
13.697,100.544,22.72,80.15,1015.5,0,3.49,7.26,8.3,6.6,6.13,9.99,28.25,6,0,2018-05-31T00:00:00+07:00
13.697,100.544,22.35,79.6,1016.32,0,6.3,17.43,10.15,6.82,7.76,11.6,4.75,1.5,0,2018-06-01T00:00:00+07:00
13.675,100.491,32.29,60.15,1008.42,0,5.36,8.29,8.3,10.37,5.79,4.92,44.19,29.75,39.88,2018-05-07T00:00:00+07:00
13.675,100.491,32.2,64.97,1007.09,0,5.91,12.47,5.12,5.4,3.89,3.94,55.75,17.13,7.71,2018-05-08T00:00:00+07:00
13.675,100.491,32.64,62.59,1007.71,4.3,5.67,12.76,5.61,2.8,8.45,5.07,49.04,32.79,0.88,2018-05-09T00:00:00+07:00
13.675,100.491,29.92,74.3,1009.02,19.5,3.84,9.5,6.12,2.21,8.41,5.63,80.75,29.75,61.5,2018-05-10T00:00:00+07:00
13.675,100.491,28.99,82.98,1008.82,31,5.32,8.8,5.37,5.24,9.64,5.15,84.63,45.5,71.38,2018-05-11T00:00:00+07:00
13.675,100.491,31.09,65.96,1009.04,0.6,4.6,10.22,7.75,9.57,8.16,10,47.75,5.75,42.63,2018-05-12T00:00:00+07:00
13.675,100.491,31.16,65.93,1009.14,0.1,4.5,8.8,8.77,9.25,6.28,9.54,35.88,5.25,15,2018-05-13T00:00:00+07:00
13.675,100.491,30.72,72.69,1009.05,5.9,4.66,10.39,4.99,6.97,6.27,7.66,80.5,25.38,16.63,2018-05-14T00:00:00+07:00
13.675,100.491,29.83,77.03,1008.53,16.9,4.82,9.57,5.3,3.2,5.84,6.89,80.5,35.63,11.25,2018-05-15T00:00:00+07:00
13.675,100.491,30.64,72.57,1007.23,9.9,5.59,9.8,4.61,2.39,6.18,10.55,75.38,10.38,9.63,2018-05-16T00:00:00+07:00
